event_id,country_name,iso_code,admin_division,disease_name,disease_subtype,disease_group,causal_agent_type,species_name,is_wild,epi_unit_type,is_domestic,is_aquatic,latitude,longitude,location_approx,event_started_on,event_confirmed_on,event_ended_on,outbreak_start_date,outbreak_end_date,last_occurrence,reported_on,susceptible,cases,deaths,killed,slaughtered,vaccinated,intervention_quarantine_applied,intervention_movement_control_applied,intervention_stamping_out_applied,intervention_disinfection_applied,intervention_surveillance_applied,intervention_screening_applied,intervention_disposal_applied,intervention_vaccination_applied,intervention_zoning_applied,intervention_vector_control_applied,intervention_wildlife_control_applied,intervention_traceability_applied,intervention_treatment_applied,intervention_slaughter_applied,intervention_count,lab_test_performed,diagnostic_method_types,event_status,reason_type
50,"Myanmar","MMR","Sagaing (2005-2015)","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Birds",0,"Farm",0,0,22.4901,95.5412,0,"2006-03-08T00:00:00.000+00:00","2006-03-09T00:00:00.000+00:00","2006-04-27T00:00:00.000+00:00","2006-04-25T00:00:00.000+00:00","2006-04-27T00:00:00.000+00:00","1996-12-31T00:00:00.000+00:00","2006-09-04T00:00:00.000+00:00",484378,13224,13224,438475,785,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,8,8,"Necropsy|Diagnostic test|Clinical","Resolved","Recurrence"
51,"Sweden","SWE","Östergötlands Län","Newcastle disease ",null,"Aves","Virus","Birds",0,"Farm",0,0,58.3383,15.5689,0,"2006-11-15T00:00:00.000+00:00","2006-11-16T00:00:00.000+00:00","2007-05-11T00:00:00.000+00:00","2006-11-15T00:00:00.000+00:00","2007-05-11T00:00:00.000+00:00","2005-12-12T00:00:00.000+00:00","2008-04-30T00:00:00.000+00:00",32400,52,52,32348,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,6,1,"Diagnostic test","Resolved","Recurrence"
52,"Portugal","PRT","Oeste (2005-2009)","Bluetongue ","4","Multiple species","Virus","Sheep",0,"Farm",0,0,39.1134,-8.9722,0,"2006-11-07T00:00:00.000+00:00","2006-11-14T00:00:00.000+00:00","2008-05-19T00:00:00.000+00:00","2006-11-07T00:00:00.000+00:00","2021-06-30T00:00:00.000+00:00","2004-12-31T00:00:00.000+00:00","2008-05-19T00:00:00.000+00:00",25,12,3,2,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,14,3,"Necropsy|Diagnostic test|Clinical","Stable","Recurrence"
53,"Serbia and Montenegro","SCG","Srbija (2005-2006)","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Wildlife (species unspecified)",1,"Village",0,0,43.97,19.55,0,"2006-02-28T00:00:00.000+00:00","2006-03-02T00:00:00.000+00:00","2006-04-20T00:00:00.000+00:00","2006-03-09T00:00:00.000+00:00","2006-04-20T00:00:00.000+00:00",null,"2006-03-02T00:00:00.000+00:00",18,10,10,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,12,2,"Necropsy|Diagnostic test","Resolved","First occurrence"
54,"Latvia","LVA","Latvia (2005-2015)","Newcastle disease ",null,"Aves","Virus","Wildlife (species unspecified)",1,"Not applicable",0,0,57.61,25.68,0,"2006-09-27T00:00:00.000+00:00","2006-11-17T00:00:00.000+00:00","2006-11-24T00:00:00.000+00:00","2006-10-02T00:00:00.000+00:00","2006-11-24T00:00:00.000+00:00",null,"2006-11-24T00:00:00.000+00:00",9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Diagnostic test","Resolved","First occurrence"
55,"Afghanistan","AFG","Kunar","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Wildlife (species unspecified)",1,"Village",0,0,34.95,71.13,0,"2006-03-02T00:00:00.000+00:00","2006-03-15T00:00:00.000+00:00","2006-03-19T00:00:00.000+00:00","2006-03-19T00:00:00.000+00:00","2006-03-19T00:00:00.000+00:00","2002-12-31T00:00:00.000+00:00","2006-03-20T00:00:00.000+00:00",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6,3,"Necropsy|Diagnostic test|Clinical","Resolved","Recurrence"
56,"Luxembourg","LUX","Clervaux","Bluetongue ","8","Multiple species","Virus","Cattle",0,"Farm",0,0,50.094828,6.057028,0,"2006-11-24T00:00:00.000+00:00","2006-11-29T00:00:00.000+00:00","2007-08-16T00:00:00.000+00:00","2007-01-16T00:00:00.000+00:00","2007-08-16T00:00:00.000+00:00",null,"2007-08-16T00:00:00.000+00:00",1349,11,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,8,2,"Diagnostic test","Resolved","First occurrence"
57,"Albania","ALB","Tiranë","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Birds",0,"Village",0,0,41.26,19.65,0,"2006-02-16T00:00:00.000+00:00","2006-03-07T00:00:00.000+00:00","2006-03-23T00:00:00.000+00:00","2006-03-09T00:00:00.000+00:00","2006-03-23T00:00:00.000+00:00","1973-12-31T00:00:00.000+00:00","2006-10-27T00:00:00.000+00:00",2538,264,260,2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Necropsy|Clinical|Diagnostic test","Resolved","Recurrence"
58,"Tunisia","TUN","Sidi Bouzid","Bluetongue ","1","Multiple species","Virus","Sheep",0,"Farm",0,0,34.961454,9.8004,0,"2006-10-23T00:00:00.000+00:00","2006-11-27T00:00:00.000+00:00","2006-11-04T00:00:00.000+00:00","2006-10-23T00:00:00.000+00:00","2006-11-01T00:00:00.000+00:00",null,"2006-11-28T00:00:00.000+00:00",75,6,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,6,1,"Diagnostic test|Clinical","Resolved","New strain"
59,"Brazil","BRA","Parana","American foulbrood of honey bees ",null,"Apidae","Bacterium","Bees",0,"Apiary",1,0,-25.37496,-48.9827,0,"2006-10-23T00:00:00.000+00:00","2006-11-23T00:00:00.000+00:00","2006-12-11T00:00:00.000+00:00","2006-10-23T00:00:00.000+00:00","2006-12-11T00:00:00.000+00:00",null,"2006-12-11T00:00:00.000+00:00",33,24,0,33,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,12,1,"Diagnostic test|Clinical","Resolved","First occurrence"
60,"Serbia and Montenegro","SCG","Srbija (2005-2006)","Newcastle disease ",null,"Aves","Virus","Birds",0,"Village",0,0,44.35,21.11,0,"2006-11-27T00:00:00.000+00:00","2006-12-04T00:00:00.000+00:00","2007-02-01T00:00:00.000+00:00","2007-01-04T00:00:00.000+00:00","2007-02-01T00:00:00.000+00:00","2002-02-01T00:00:00.000+00:00","2007-02-01T00:00:00.000+00:00",5308,2004,2004,3304,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,16,1,"Necropsy|Diagnostic test|Clinical","Resolved","Recurrence"
61,"Austria","AUT","Steiermark","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Wildlife (species unspecified)",1,"Not applicable",0,0,46.93,15.51,0,"2006-02-13T00:00:00.000+00:00","2006-02-18T00:00:00.000+00:00","2006-04-26T00:00:00.000+00:00","2006-02-13T00:00:00.000+00:00","2006-04-26T00:00:00.000+00:00",null,"2006-07-31T00:00:00.000+00:00",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Diagnostic test","Resolved","First occurrence"
62,"Bosnia and Herzegovina","BIH","Jezero","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Wildlife (species unspecified)",1,"Not applicable",0,0,44.34694,17.18855,0,"2006-02-16T00:00:00.000+00:00","2006-02-20T00:00:00.000+00:00","2006-02-16T00:00:00.000+00:00","2006-02-16T00:00:00.000+00:00","2006-02-16T00:00:00.000+00:00",null,"2006-03-22T00:00:00.000+00:00",150,2,0,15,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,14,4,"Diagnostic test|Necropsy|Clinical","Resolved","First occurrence"
63,"Cambodia","KHM","Kg. Cham","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Birds",0,"Village",0,0,12.0246,105.5219,0,"2006-03-20T00:00:00.000+00:00","2006-03-23T00:00:00.000+00:00","2006-09-05T00:00:00.000+00:00","2006-08-24T00:00:00.000+00:00","2006-09-05T00:00:00.000+00:00","2005-12-31T00:00:00.000+00:00","2006-09-04T00:00:00.000+00:00",3362,2164,2164,1198,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,8,2,"Diagnostic test|Clinical","Resolved","Recurrence"
64,"Cote D'Ivoire","CIV","San-Pedro","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Wildlife (species unspecified)",1,"Village",0,0,4.63333,-6.586,0,"2006-03-30T00:00:00.000+00:00","2006-04-19T00:00:00.000+00:00","2007-01-31T00:00:00.000+00:00","2006-06-10T00:00:00.000+00:00","2007-01-31T00:00:00.000+00:00",null,"2007-03-23T00:00:00.000+00:00",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Diagnostic test|Clinical|Suspicion","Resolved","First occurrence"
65,"Georgia","GEO","Adjara Autonomous Republic","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Wildlife (species unspecified)",1,"Not applicable",0,0,41.62,41.59,0,"2006-02-23T00:00:00.000+00:00","2006-02-24T00:00:00.000+00:00","2006-02-23T00:00:00.000+00:00","2006-02-23T00:00:00.000+00:00","2006-02-23T00:00:00.000+00:00",null,"2006-03-27T00:00:00.000+00:00",10,10,9,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,10,4,"Necropsy|Diagnostic test|Clinical","Resolved","First occurrence"
66,"Guatemala","GTM","Guatemala","Classical swine fever ",null,"Suidae","Virus","Swine",0,"Village",0,0,15.5,-90.25,0,"2006-04-20T00:00:00.000+00:00","2006-04-27T00:00:00.000+00:00","2007-10-08T00:00:00.000+00:00","2006-04-20T00:00:00.000+00:00","2007-10-08T00:00:00.000+00:00","2003-12-31T00:00:00.000+00:00","2007-10-08T00:00:00.000+00:00",49,30,30,19,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,8,1,"Diagnostic test|Clinical","Resolved","Recurrence"
67,"Greece","GRC","Kentriki Makedonia","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Wildlife (species unspecified)",1,"Not applicable",0,0,40.4166,22.9,0,"2006-01-30T00:00:00.000+00:00","2006-02-09T00:00:00.000+00:00","2006-03-04T00:00:00.000+00:00","2006-03-04T00:00:00.000+00:00","2006-03-04T00:00:00.000+00:00",null,"2006-08-22T00:00:00.000+00:00",17,17,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,"Diagnostic test","Resolved","First occurrence"
68,"Iran","IRN","Gilan","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Wildlife (species unspecified)",1,"Not applicable",0,0,37.1142,49.5474,0,"2006-02-02T00:00:00.000+00:00","2006-02-13T00:00:00.000+00:00","2006-02-26T00:00:00.000+00:00","2006-02-02T00:00:00.000+00:00","2006-02-26T00:00:00.000+00:00",null,"2006-02-26T00:00:00.000+00:00",3000,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Diagnostic test|Clinical","Resolved","First occurrence"
69,"Hungary","HUN","Fejer","Scrapie ",null,"Caprinae","Prion","Goats",0,"Farm",0,0,47.16,18.58,0,"2006-05-29T00:00:00.000+00:00","2006-06-26T00:00:00.000+00:00","2006-06-27T00:00:00.000+00:00","2006-05-29T00:00:00.000+00:00","2006-06-27T00:00:00.000+00:00",null,"2006-06-27T00:00:00.000+00:00",19,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,8,1,"Diagnostic test","Resolved","First occurrence"
70,"Hungary","HUN","Jasz-Nagykun-Szolnok","Scrapie ",null,"Caprinae","Prion","Sheep",0,"Farm",0,0,47.2813,21.0607,0,"2006-05-13T00:00:00.000+00:00","2006-06-16T00:00:00.000+00:00","2006-06-30T00:00:00.000+00:00","2006-05-13T00:00:00.000+00:00","2006-06-30T00:00:00.000+00:00","2006-12-31T00:00:00.000+00:00","2006-06-30T00:00:00.000+00:00",1061,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,8,2,"Diagnostic test","Resolved","Recurrence"
71,"Hungary","HUN","Hajdu-Bihar","Scrapie ",null,"Caprinae","Prion","Sheep",0,"Farm",0,0,47.3609,21.0607,0,"2006-07-04T00:00:00.000+00:00","2006-07-24T00:00:00.000+00:00","2006-07-26T00:00:00.000+00:00","2006-07-04T00:00:00.000+00:00","2006-07-26T00:00:00.000+00:00","2006-12-31T00:00:00.000+00:00","2006-07-26T00:00:00.000+00:00",2115,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,8,2,"Diagnostic test","Resolved","Recurrence"
72,"Hungary","HUN","Bacs-Kiskun","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Wildlife (species unspecified)",1,"Village",0,0,46.4896,19.3846,0,"2006-02-04T00:00:00.000+00:00","2006-02-21T00:00:00.000+00:00","2006-03-01T00:00:00.000+00:00","2006-02-04T00:00:00.000+00:00","2006-03-01T00:00:00.000+00:00",null,"2006-03-01T00:00:00.000+00:00",7,7,7,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,10,3,"Diagnostic test","Resolved","First occurrence"
73,"Hungary","HUN","Bacs-Kiskun","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Birds",0,"Farm",0,0,46.4896,19.3959,0,"2006-06-04T00:00:00.000+00:00","2006-06-09T00:00:00.000+00:00","2006-10-16T00:00:00.000+00:00","2006-06-10T00:00:00.000+00:00","2006-10-16T00:00:00.000+00:00","2006-03-31T00:00:00.000+00:00","2006-10-16T00:00:00.000+00:00",65463,1600,807,64656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Necropsy|Diagnostic test|Clinical","Resolved","Recurrence"
74,"Algeria","DZA","Laghouat","Epizootic hemorrhagic disease virus (Inf. with)",null,"Multiple species","Virus","Cattle",0,"Farm",0,0,33.8068,2.9593,0,"2006-07-19T00:00:00.000+00:00","2006-08-31T00:00:00.000+00:00","2006-11-10T00:00:00.000+00:00","2006-09-18T00:00:00.000+00:00","2006-11-05T00:00:00.000+00:00",null,"2006-12-18T00:00:00.000+00:00",170,15,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,8,0,"Diagnostic test","Resolved","Emerging disease"
75,"Sudan","SDN","Eastern Equatoria (2005-2011)","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Birds",0,"Village",0,0,4.89029,31.64081,0,"2006-02-20T00:00:00.000+00:00","2006-04-17T00:00:00.000+00:00","2006-09-04T00:00:00.000+00:00","2006-04-17T00:00:00.000+00:00","2006-09-04T00:00:00.000+00:00",null,"2007-11-25T00:00:00.000+00:00",195597,87370,87370,107327,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,12,5,"Diagnostic test|Clinical","Resolved","First occurrence"
76,"Vietnam","VNM","Dien Bien","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Birds",0,"Village",0,0,21.3007,102.9776,0,"2006-12-06T00:00:00.000+00:00","2006-12-19T00:00:00.000+00:00","2012-11-07T00:00:00.000+00:00","2012-10-12T00:00:00.000+00:00","2012-11-07T00:00:00.000+00:00","2006-08-10T00:00:00.000+00:00","2012-12-24T00:00:00.000+00:00",417892,170250,114503,289541,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,14,13,"Diagnostic test|Clinical","Resolved","Recurrence"
77,"Egypt","EGY","Al Jizah","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Wildlife (species unspecified)",1,"Not applicable",0,0,29.8732,31.2622,0,"2006-02-17T00:00:00.000+00:00","2006-02-17T00:00:00.000+00:00","2022-12-31T00:00:00.000+00:00","2007-11-24T00:00:00.000+00:00","2022-12-31T00:00:00.000+00:00","1965-12-31T00:00:00.000+00:00","2008-07-07T00:00:00.000+00:00",191,19,2,106,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,16,8,"Diagnostic test|Clinical|Suspicion","Stable","Recurrence"
78,"Israel","ISR","Hamerkaz","Foot and mouth disease ","O","Multiple species","Virus","Wildlife (species unspecified)",1,"Village",0,0,32.5161237246,35.150991698,0,"2006-12-28T00:00:00.000+00:00","2007-01-01T00:00:00.000+00:00","2007-07-01T00:00:00.000+00:00","2007-06-15T00:00:00.000+00:00","2007-07-01T00:00:00.000+00:00","2005-12-31T00:00:00.000+00:00","2007-07-01T00:00:00.000+00:00",1300,69,29,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,8,3,"Necropsy|Diagnostic test|Suspicion|Clinical","Resolved","Recurrence"
79,"Mongolia","MNG","Sukhbaatar","Sheep pox and goat pox ",null,"Caprinae","Virus","Sheep",0,"Farm",0,0,46.5699,112.9884,0,"2006-12-28T00:00:00.000+00:00","2006-12-28T00:00:00.000+00:00","2007-10-23T00:00:00.000+00:00","2006-12-28T00:00:00.000+00:00","2007-10-23T00:00:00.000+00:00","1977-01-11T00:00:00.000+00:00","2007-10-23T00:00:00.000+00:00",330,191,77,104,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,10,1,"Diagnostic test|Clinical","Resolved","Recurrence"
80,"Luxembourg","LUX","Capellen","American foulbrood of honey bees ",null,"Apidae","Bacterium","Bees",0,"Apiary",1,0,49.662103,6.039882,0,"2006-09-28T00:00:00.000+00:00","2006-12-22T00:00:00.000+00:00","2006-09-29T00:00:00.000+00:00","2006-09-28T00:00:00.000+00:00","2006-09-29T00:00:00.000+00:00","2006-09-30T00:00:00.000+00:00","2006-12-22T00:00:00.000+00:00",223,17,0,223,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,8,1,"Diagnostic test|Clinical","Resolved","Recurrence"
81,"Tunisia","TUN","Siliana","Epizootic hemorrhagic disease virus (Inf. with)",null,"Multiple species","Virus","Cattle",0,"Farm",0,0,35.8762,9.0804,0,"2006-09-03T00:00:00.000+00:00","2006-12-18T00:00:00.000+00:00","2006-11-15T00:00:00.000+00:00","2006-09-05T00:00:00.000+00:00","2006-09-21T00:00:00.000+00:00",null,"2006-12-22T00:00:00.000+00:00",870,100,6,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,6,1,"Diagnostic test","Resolved","Emerging disease"
82,"South Africa","ZAF","Western Cape Province","Highly pathogenic avian influenza ","H5N2","Aves","Virus","Birds",0,"Farm",0,0,-33.678,19.6072,0,"2006-06-19T00:00:00.000+00:00","2006-06-29T00:00:00.000+00:00","2006-07-26T00:00:00.000+00:00","2006-06-19T00:00:00.000+00:00","2006-07-26T00:00:00.000+00:00","2005-12-31T00:00:00.000+00:00","2006-10-27T00:00:00.000+00:00",58,8,8,7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Necropsy|Diagnostic test|Clinical","Resolved","Recurrence"
83,"Israel","ISR","Hadarom","Epizootic hemorrhagic disease virus (Inf. with)",null,"Multiple species","Virus","Birds",0,"Farm",0,0,31.0426,34.7202,0,"2006-08-28T00:00:00.000+00:00","2006-09-21T00:00:00.000+00:00","2006-12-17T00:00:00.000+00:00","2006-09-19T00:00:00.000+00:00","2006-10-19T00:00:00.000+00:00",null,"2006-12-28T00:00:00.000+00:00",0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,12,4,"Diagnostic test","Resolved","Emerging disease"
84,"Nicaragua","NIC","Granada","Classical swine fever ",null,"Suidae","Virus","Swine",0,"Not applicable",0,0,11.85669,-86.07594,0,"2006-12-12T00:00:00.000+00:00","2006-12-20T00:00:00.000+00:00","2007-01-22T00:00:00.000+00:00","2006-12-12T00:00:00.000+00:00","2007-01-22T00:00:00.000+00:00","2005-06-13T00:00:00.000+00:00","2007-01-22T00:00:00.000+00:00",3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,"Diagnostic test|Clinical","Resolved","Recurrence"
85,"Kenya","KEN","Rift Valley (2005-2016)","Rift Valley fever ",null,"Multiple species","Virus","Camelidae",0,"Village",0,0,1.175,35.667,0,"2006-12-04T00:00:00.000+00:00","2006-12-22T00:00:00.000+00:00","2007-06-24T00:00:00.000+00:00","2007-02-26T00:00:00.000+00:00","2007-05-09T00:00:00.000+00:00","2002-09-30T00:00:00.000+00:00","2007-11-18T00:00:00.000+00:00",4000,501,5,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,12,3,"Necropsy|Diagnostic test|Clinical","Resolved","Recurrence"
86,"Egypt","EGY","Al Qalyubiyah","Foot and mouth disease ","A","Multiple species","Virus","Buffaloes",0,"Village",0,0,30.351,31.2188,0,"2006-01-22T00:00:00.000+00:00","2006-02-12T00:00:00.000+00:00","2006-06-10T00:00:00.000+00:00","2006-06-04T00:00:00.000+00:00","2006-06-10T00:00:00.000+00:00","2000-06-30T00:00:00.000+00:00","2006-08-01T00:00:00.000+00:00",891,200,12,9,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Diagnostic test|Clinical","Resolved","Recurrence"
87,"Turkey","TUR","Edirne","Foot and mouth disease ","A","Multiple species","Virus","Cattle",0,"Village",0,0,41.598101,26.746839,0,"2007-01-04T00:00:00.000+00:00","2007-01-04T00:00:00.000+00:00","2007-01-30T00:00:00.000+00:00","2007-01-04T00:00:00.000+00:00","2007-01-30T00:00:00.000+00:00","2006-06-03T00:00:00.000+00:00","2007-02-08T00:00:00.000+00:00",1823,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Diagnostic test|Clinical","Resolved","Recurrence"
88,"Nigeria","NGA","Anambra","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Wildlife (species unspecified)",1,"Farm",0,0,6.22783,6.80831,0,"2006-01-10T00:00:00.000+00:00","2006-02-07T00:00:00.000+00:00","2008-01-09T00:00:00.000+00:00","2007-10-01T00:00:00.000+00:00","2008-01-09T00:00:00.000+00:00",null,"2008-02-15T00:00:00.000+00:00",39,17,16,23,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8,11,"Necropsy|Diagnostic test|Clinical","Resolved","First occurrence"
89,"South Africa","ZAF","Limpopo","Foot and mouth disease ","SAT 3","Multiple species","Virus","Cattle",0,"Village",0,0,-22.7719,30.96917,0,"2006-07-31T00:00:00.000+00:00","2006-07-31T00:00:00.000+00:00","2006-11-23T00:00:00.000+00:00","2006-07-31T00:00:00.000+00:00","2006-11-23T00:00:00.000+00:00","2005-12-31T00:00:00.000+00:00","2007-01-12T00:00:00.000+00:00",1300,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Clinical|Diagnostic test","Resolved","Recurrence"
90,"Korea (Rep. of)","KOR","Chungcheongnam-Do (2005-2013)","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Birds",0,"Farm",0,0,36.464561,127.200937,0,"2006-11-22T00:00:00.000+00:00","2006-11-23T00:00:00.000+00:00","2007-06-18T00:00:00.000+00:00","2007-03-06T00:00:00.000+00:00","2007-06-18T00:00:00.000+00:00","2004-03-20T00:00:00.000+00:00","2007-06-18T00:00:00.000+00:00",505906,13070,10948,465115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Necropsy|Diagnostic test|Clinical","Resolved","Recurrence"
91,"Jordan","JOR","Amman","Foot and mouth disease ","A","Multiple species","Virus","Cattle",0,"Farm",0,0,31.48,36.08,0,"2006-10-15T00:00:00.000+00:00","2006-12-19T00:00:00.000+00:00","2006-12-15T00:00:00.000+00:00","2006-10-15T00:00:00.000+00:00","2006-12-15T00:00:00.000+00:00",null,"2007-12-06T00:00:00.000+00:00",1346,270,34,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,14,4,"Diagnostic test|Clinical","Resolved","New strain"
92,"Jordan","JOR","Az Zarqa","Foot and mouth disease ","O","Multiple species","Virus","Cattle",0,"Farm",0,0,32.10646,36.0317,0,"2006-11-01T00:00:00.000+00:00","2006-12-19T00:00:00.000+00:00","2006-12-20T00:00:00.000+00:00","2006-11-01T00:00:00.000+00:00","2006-11-25T00:00:00.000+00:00","1999-11-05T00:00:00.000+00:00","2007-12-06T00:00:00.000+00:00",2000,200,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,14,7,"Necropsy|Clinical|Diagnostic test","Resolved","Recurrence"
93,"Kenya","KEN","Rift Valley (2005-2016)","Peste des petits ruminants ",null,"Caprinae","Virus","Goats",0,"Village",0,0,3.9475,34.776,0,"2006-08-03T00:00:00.000+00:00","2006-08-17T00:00:00.000+00:00","2007-05-16T00:00:00.000+00:00","2006-08-03T00:00:00.000+00:00","2024-12-31T00:00:00.000+00:00",null,"2007-05-16T00:00:00.000+00:00",30000,1370,957,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,6,3,"Necropsy|Diagnostic test|Clinical","Stable","First occurrence"
94,"Thailand","THA","Phitsanulok","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Birds",0,"Farm",0,0,16.9902,100.5854,0,"2007-01-09T00:00:00.000+00:00","2007-01-15T00:00:00.000+00:00","2007-04-20T00:00:00.000+00:00","2007-01-09T00:00:00.000+00:00","2007-04-20T00:00:00.000+00:00","2006-07-16T00:00:00.000+00:00","2007-04-20T00:00:00.000+00:00",2100,130,100,1970,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,12,4,"Necropsy|Diagnostic test|Clinical|Suspicion","Resolved","Recurrence"
95,"Italy","ITA","Sicilia","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Wildlife (species unspecified)",1,"Not applicable",0,0,37.4718,14.2535,0,"2006-02-01T00:00:00.000+00:00","2006-02-11T00:00:00.000+00:00","2006-02-25T00:00:00.000+00:00","2006-02-17T00:00:00.000+00:00","2006-02-25T00:00:00.000+00:00","2000-04-30T00:00:00.000+00:00","2006-09-21T00:00:00.000+00:00",50,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Necropsy|Diagnostic test|Clinical","Resolved","Recurrence"
96,"Brazil","BRA","Ceara","Classical swine fever ",null,"Suidae","Virus","Swine",0,"Farm",0,0,-3.7427,-38.7336,0,"2007-01-05T00:00:00.000+00:00","2007-01-15T00:00:00.000+00:00","2007-04-24T00:00:00.000+00:00","2007-01-16T00:00:00.000+00:00","2007-04-24T00:00:00.000+00:00","2006-06-02T00:00:00.000+00:00","2007-11-24T00:00:00.000+00:00",41,3,3,38,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,10,1,"Diagnostic test|Clinical","Resolved","Recurrence"
97,"Bulgaria","BGR","Sumen","Classical swine fever ",null,"Suidae","Virus","Swine",0,"Village",0,0,43.103,26.9048,0,"2007-01-15T00:00:00.000+00:00","2007-01-17T00:00:00.000+00:00","2007-05-04T00:00:00.000+00:00","2007-02-28T00:00:00.000+00:00","2007-05-04T00:00:00.000+00:00","2006-07-28T00:00:00.000+00:00","2008-07-11T00:00:00.000+00:00",467,24,22,445,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,16,1,"Necropsy|Diagnostic test|Suspicion|Clinical","Resolved","Recurrence"
98,"United Kingdom","GBR","England","Contagious equine metritis ",null,"Equidae","Bacterium","Equidae",0,"Farm",0,0,52.24323,0.39136,0,"2006-11-17T00:00:00.000+00:00","2006-11-17T00:00:00.000+00:00","2007-01-19T00:00:00.000+00:00","2006-11-17T00:00:00.000+00:00","2007-01-19T00:00:00.000+00:00","2006-04-24T00:00:00.000+00:00","2007-01-26T00:00:00.000+00:00",17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,"Diagnostic test","Resolved","Recurrence"
